omega,A_tipA,A_xr,tipA_Re_0,tipA_Im_0,tipA_Re_1,tipA_Im_1,tipA_Re_2,tipA_Im_2,tipA_Re_3,tipA_Im_3,tipA_Re_4,tipA_Im_4,tipA_Re_5,tipA_Im_5,tipA_Re_6,tipA_Im_6,tipA_Re_7,tipA_Im_7,tipA_Re_8,tipA_Im_8,tipA_Re_9,tipA_Im_9,tipA_Re_10,tipA_Im_10,tipA_Re_11,tipA_Im_11,tipA_Re_12,tipA_Im_12,tipA_Re_13,tipA_Im_13,tipA_Re_14,tipA_Im_14,tipA_Re_15,tipA_Im_15,tipA_Re_16,tipA_Im_16,tipA_Re_17,tipA_Im_17,tipA_Re_18,tipA_Im_18,tipA_Re_19,tipA_Im_19,tipA_Re_20,tipA_Im_20,xr_Re_0,xr_Im_0,xr_Re_1,xr_Im_1,xr_Re_2,xr_Im_2,xr_Re_3,xr_Im_3,xr_Re_4,xr_Im_4,xr_Re_5,xr_Im_5,xr_Re_6,xr_Im_6,xr_Re_7,xr_Im_7,xr_Re_8,xr_Im_8,xr_Re_9,xr_Im_9,xr_Re_10,xr_Im_10,xr_Re_11,xr_Im_11,xr_Re_12,xr_Im_12,xr_Re_13,xr_Im_13,xr_Re_14,xr_Im_14,xr_Re_15,xr_Im_15,xr_Re_16,xr_Im_16,xr_Re_17,xr_Im_17,xr_Re_18,xr_Im_18,xr_Re_19,xr_Im_19,xr_Re_20,xr_Im_20
6.880218084612465464e+04,3.734744617538648628e-05,3.734744617538648628e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-1.860599654535583081e-05,-1.590071600101187751e-06,1.861029492631050880e-23,6.135532623255223321e-24,-8.229818026109733916e-23,4.107515921914289847e-23,-1.442166972096258919e-23,-7.440199570829297806e-24,-5.765369881854876575e-24,-4.524880431061986969e-24,2.259269250095360946e-23,-2.489437884072986609e-23,1.379076970527973741e-23,-9.815725391858730463e-24,3.285390966605307697e-23,5.569162822462976226e-24,-7.912978123493015755e-24,-2.924516482813011559e-24,9.086290877097937073e-24,-1.965877407171611653e-24,8.013850648955660648e-25,2.623182319403202649e-24,4.696450869050673942e-24,7.811386940617640802e-24,-7.063608557774278519e-24,3.650641603067933386e-24,4.092804877978710964e-24,8.451674639744681167e-25,6.872451821014074837e-25,5.878573947203483516e-25,4.023404683446016045e-24,-1.666746736662594783e-24,-1.300062223133485394e-23,4.298749444513244456e-24,-1.678947765773253952e-24,-4.944734953703581762e-25,-2.677620036275937725e-23,1.757946886951109583e-23,2.011622172882296499e-24,7.845947688625988935e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-1.860599654535583081e-05,-1.590071600101187751e-06,1.861029492631050880e-23,6.135532623255223321e-24,-8.229818026109733916e-23,4.107515921914289847e-23,-1.442166972096258919e-23,-7.440199570829297806e-24,-5.765369881854876575e-24,-4.524880431061986969e-24,2.259269250095360946e-23,-2.489437884072986609e-23,1.379076970527973741e-23,-9.815725391858730463e-24,3.285390966605307697e-23,5.569162822462976226e-24,-7.912978123493015755e-24,-2.924516482813011559e-24,9.086290877097937073e-24,-1.965877407171611653e-24,8.013850648955660648e-25,2.623182319403202649e-24,4.696450869050673942e-24,7.811386940617640802e-24,-7.063608557774278519e-24,3.650641603067933386e-24,4.092804877978710964e-24,8.451674639744681167e-25,6.872451821014074837e-25,5.878573947203483516e-25,4.023404683446016045e-24,-1.666746736662594783e-24,-1.300062223133485394e-23,4.298749444513244456e-24,-1.678947765773253952e-24,-4.944734953703581762e-25,-2.677620036275937725e-23,1.757946886951109583e-23,2.011622172882296499e-24,7.845947688625988935e-25
6.867727211852412438e+04,3.820588517291648921e-05,3.820588517291648921e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-1.903102403254827799e-05,-1.656867009150979430e-06,1.824389652014675063e-23,5.990713843893394545e-24,-8.450957460471644368e-23,4.203141229870260083e-23,-1.406974482754669637e-23,-7.243381997490735130e-24,-5.953958031245073508e-24,-4.678956570211010216e-24,2.184567604843205324e-23,-2.404551380120732870e-23,1.439417924190169374e-23,-1.027806548323327065e-23,3.131849218764562113e-23,5.430254723269581089e-24,-8.399620963199405039e-24,-3.052461652848135776e-24,8.569272711641624285e-24,-1.782475054162084210e-24,8.821935979012088551e-25,2.801452819842796290e-24,4.322632196275735743e-24,7.338125383063564584e-24,-7.570846716168153004e-24,3.977355124534767790e-24,3.808996176334398016e-24,8.031103362480872016e-25,7.414443213728203805e-25,6.355992514309851557e-25,3.701154268575301886e-24,-1.567705250364223430e-24,-1.442158170000992854e-23,4.396821296648077412e-24,-1.515393025020168547e-24,-3.423044130210849101e-25,-3.251295544369247971e-23,1.299859960645603996e-23,2.383294784180669719e-24,5.423509446967723324e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-1.903102403254827799e-05,-1.656867009150979430e-06,1.824389652014675063e-23,5.990713843893394545e-24,-8.450957460471644368e-23,4.203141229870260083e-23,-1.406974482754669637e-23,-7.243381997490735130e-24,-5.953958031245073508e-24,-4.678956570211010216e-24,2.184567604843205324e-23,-2.404551380120732870e-23,1.439417924190169374e-23,-1.027806548323327065e-23,3.131849218764562113e-23,5.430254723269581089e-24,-8.399620963199405039e-24,-3.052461652848135776e-24,8.569272711641624285e-24,-1.782475054162084210e-24,8.821935979012088551e-25,2.801452819842796290e-24,4.322632196275735743e-24,7.338125383063564584e-24,-7.570846716168153004e-24,3.977355124534767790e-24,3.808996176334398016e-24,8.031103362480872016e-25,7.414443213728203805e-25,6.355992514309851557e-25,3.701154268575301886e-24,-1.567705250364223430e-24,-1.442158170000992854e-23,4.396821296648077412e-24,-1.515393025020168547e-24,-3.423044130210849101e-25,-3.251295544369247971e-23,1.299859960645603996e-23,2.383294784180669719e-24,5.423509446967723324e-25
6.855240784450207138e+04,3.910048282592664824e-05,3.910048282592664824e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-1.947374164725542065e-05,-1.727930721752355161e-06,1.787786705109306660e-23,5.845857729603432535e-24,-8.681540721434233908e-23,4.301867453708506297e-23,-1.372290271879409424e-23,-7.048475472685491227e-24,-6.149244410225236448e-24,-4.839919215818616602e-24,2.111922158890597793e-23,-2.322987022963677173e-23,1.502279400976375358e-23,-1.075414770460451582e-23,2.987754720843372642e-23,5.279823997538457518e-24,-8.903379378718882763e-24,-3.188990331343924296e-24,8.090972339530595499e-24,-1.625636980484406190e-24,9.644370986038173965e-25,2.988056821409270198e-24,3.994665118098646916e-24,6.896947847283227856e-24,-8.111456371087409899e-24,4.313970527136244878e-24,3.547889319027120148e-24,7.572919496091052858e-25,7.989792609225082636e-25,6.890466668367939580e-25,3.393595241320361611e-24,-1.480321202855726708e-24,-1.608437142395583230e-23,4.393691609707131136e-24,-1.357891598737369328e-24,-1.903619368265436820e-25,-3.612948170074393640e-23,5.511537786549499334e-24,2.766931132759204070e-24,3.027573022557864184e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-1.947374164725542065e-05,-1.727930721752355161e-06,1.787786705109306660e-23,5.845857729603432535e-24,-8.681540721434233908e-23,4.301867453708506297e-23,-1.372290271879409424e-23,-7.048475472685491227e-24,-6.149244410225236448e-24,-4.839919215818616602e-24,2.111922158890597793e-23,-2.322987022963677173e-23,1.502279400976375358e-23,-1.075414770460451582e-23,2.987754720843372642e-23,5.279823997538457518e-24,-8.903379378718882763e-24,-3.188990331343924296e-24,8.090972339530595499e-24,-1.625636980484406190e-24,9.644370986038173965e-25,2.988056821409270198e-24,3.994665118098646916e-24,6.896947847283227856e-24,-8.111456371087409899e-24,4.313970527136244878e-24,3.547889319027120148e-24,7.572919496091052858e-25,7.989792609225082636e-25,6.890466668367939580e-25,3.393595241320361611e-24,-1.480321202855726708e-24,-1.608437142395583230e-23,4.393691609707131136e-24,-1.357891598737369328e-24,-1.903619368265436820e-25,-3.612948170074393640e-23,5.511537786549499334e-24,2.766931132759204070e-24,3.027573022557864184e-25
6.842759287170032621e+04,4.003333940461627010e-05,4.003333940461627010e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-1.993524949226116536e-05,-1.803629700962584687e-06,1.751218157710491647e-23,5.700956320945916414e-24,-8.922198437956244491e-23,4.403842260094939141e-23,-1.338091652254710812e-23,-6.855393171003575444e-24,-6.351649076532060315e-24,-5.008282333944614875e-24,2.041205419763481417e-23,-2.244501970593984009e-23,1.567863284900895204e-23,-1.124488424876088224e-23,2.852134050173181910e-23,5.120419409958457313e-24,-9.425749326890704639e-24,-3.334959587498465735e-24,7.646807427750042202e-24,-1.490785592793832194e-24,1.048218204552450383e-24,3.183889821947355992e-24,3.704843331406133678e-24,6.484470582648868808e-24,-8.689871420346343091e-24,4.661301116273808800e-24,3.306393404800570501e-24,7.087598928731271761e-25,8.602142217393563788e-25,7.493100232943538088e-25,3.098903351410340814e-24,-1.403000331950019870e-24,-1.804497739401503176e-23,4.226331777773634343e-24,-1.205615331379381283e-24,-3.818694053727741003e-26,-3.586340763403125767e-23,-3.002707485306584495e-24,3.164595770506820896e-24,6.512779819849226417e-26,-4.972164979718546166e-22,0.000000000000000000e+00,-1.993524949226116536e-05,-1.803629700962584687e-06,1.751218157710491647e-23,5.700956320945916414e-24,-8.922198437956244491e-23,4.403842260094939141e-23,-1.338091652254710812e-23,-6.855393171003575444e-24,-6.351649076532060315e-24,-5.008282333944614875e-24,2.041205419763481417e-23,-2.244501970593984009e-23,1.567863284900895204e-23,-1.124488424876088224e-23,2.852134050173181910e-23,5.120419409958457313e-24,-9.425749326890704639e-24,-3.334959587498465735e-24,7.646807427750042202e-24,-1.490785592793832194e-24,1.048218204552450383e-24,3.183889821947355992e-24,3.704843331406133678e-24,6.484470582648868808e-24,-8.689871420346343091e-24,4.661301116273808800e-24,3.306393404800570501e-24,7.087598928731271761e-25,8.602142217393563788e-25,7.493100232943538088e-25,3.098903351410340814e-24,-1.403000331950019870e-24,-1.804497739401503176e-23,4.226331777773634343e-24,-1.205615331379381283e-24,-3.818694053727741003e-26,-3.586340763403125767e-23,-3.002707485306584495e-24,3.164595770506820896e-24,6.512779819849226417e-26
6.830283268708125979e+04,4.100689783959843114e-05,4.100689783959843114e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.041673744257367317e-05,-1.884370509547626466e-06,1.714681734864867308e-23,5.556002479311398151e-24,-9.173616888642557981e-23,4.509220825409191206e-23,-1.304357096188769829e-23,-6.664052057094400355e-24,-6.561625258472304782e-24,-5.184610271550414349e-24,1.972298711876671137e-23,-2.168875285507392197e-23,1.636392018036311788e-23,-1.175125176465164450e-23,2.724137139623501761e-23,4.954062106400223824e-24,-9.968372145571409578e-24,-3.491341856125483874e-24,7.232828579082259766e-24,-1.374276038577581880e-24,1.133632059362348637e-24,3.389961984107798637e-24,3.447015881209825139e-24,6.097636181464853087e-24,-9.311273618593314003e-24,5.020144300764056552e-24,3.081911042041962087e-24,6.582729402021781299e-25,9.255291150901679074e-25,8.177854920167275632e-25,2.815458837010264483e-24,-1.334432818981675839e-24,-2.036816464070471625e-23,3.792704823885444146e-24,-1.057824787077197981e-24,1.146909394701128084e-25,-3.211428274429342540e-23,-9.887065410351224820e-24,3.578602143923608108e-24,-1.711468560108391283e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-2.041673744257367317e-05,-1.884370509547626466e-06,1.714681734864867308e-23,5.556002479311398151e-24,-9.173616888642557981e-23,4.509220825409191206e-23,-1.304357096188769829e-23,-6.664052057094400355e-24,-6.561625258472304782e-24,-5.184610271550414349e-24,1.972298711876671137e-23,-2.168875285507392197e-23,1.636392018036311788e-23,-1.175125176465164450e-23,2.724137139623501761e-23,4.954062106400223824e-24,-9.968372145571409578e-24,-3.491341856125483874e-24,7.232828579082259766e-24,-1.374276038577581880e-24,1.133632059362348637e-24,3.389961984107798637e-24,3.447015881209825139e-24,6.097636181464853087e-24,-9.311273618593314003e-24,5.020144300764056552e-24,3.081911042041962087e-24,6.582729402021781299e-25,9.255291150901679074e-25,8.177854920167275632e-25,2.815458837010264483e-24,-1.334432818981675839e-24,-2.036816464070471625e-23,3.792704823885444146e-24,-1.057824787077197981e-24,1.146909394701128084e-25,-3.211428274429342540e-23,-9.887065410351224820e-24,3.578602143923608108e-24,-1.711468560108391283e-25
6.817813351557303395e+04,4.202400757879276659e-05,4.202400757879276659e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.091949395977925591e-05,-1.970604420307562504e-06,1.678175409409353046e-23,5.410990006110043116e-24,-9.436544006481467988e-23,4.618165973842427450e-23,-1.271066192908851184e-23,-6.474372860129239716e-24,-6.779662457033489282e-24,-5.369523874646125310e-24,1.905091505174742897e-23,-2.095905580448935856e-23,1.708111254563125807e-23,-1.227429647617996979e-23,2.603018744891891979e-23,4.782358030392065023e-24,-1.053305350091466801e-23,-3.659243820420869586e-24,6.845623884392422963e-24,-1.273180924404005748e-24,1.220762520425220265e-24,3.607417614616298145e-24,3.216228003690697564e-24,5.733708403073112502e-24,-9.981755176188494368e-24,5.391249685311562100e-24,2.872246406836363752e-24,6.063794798507133442e-25,9.952998498985898759e-25,8.962464487785101244e-25,2.541815611048317919e-24,-1.273537411120728376e-24,-2.311852033307990578e-23,2.926942914484643217e-24,-9.138547710524475982e-25,2.687568526021806997e-25,-2.687504516170093047e-23,-1.394837584842744445e-23,4.011565763056837450e-24,-4.065936415570297147e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-2.091949395977925591e-05,-1.970604420307562504e-06,1.678175409409353046e-23,5.410990006110043116e-24,-9.436544006481467988e-23,4.618165973842427450e-23,-1.271066192908851184e-23,-6.474372860129239716e-24,-6.779662457033489282e-24,-5.369523874646125310e-24,1.905091505174742897e-23,-2.095905580448935856e-23,1.708111254563125807e-23,-1.227429647617996979e-23,2.603018744891891979e-23,4.782358030392065023e-24,-1.053305350091466801e-23,-3.659243820420869586e-24,6.845623884392422963e-24,-1.273180924404005748e-24,1.220762520425220265e-24,3.607417614616298145e-24,3.216228003690697564e-24,5.733708403073112502e-24,-9.981755176188494368e-24,5.391249685311562100e-24,2.872246406836363752e-24,6.063794798507133442e-25,9.952998498985898759e-25,8.962464487785101244e-25,2.541815611048317919e-24,-1.273537411120728376e-24,-2.311852033307990578e-23,2.926942914484643217e-24,-9.138547710524475982e-25,2.687568526021806997e-25,-2.687504516170093047e-23,-1.394837584842744445e-23,4.011565763056837450e-24,-4.065936415570297147e-25
6.805350243603075796e+04,4.308777663898350049e-05,4.308777663898350049e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.144491586245806400e-05,-2.062833284363616849e-06,1.641697435851224174e-23,5.265913783902107790e-24,-9.711796125302456016e-23,4.730848226363131916e-23,-1.238199614104952032e-23,-6.286280080441157453e-24,-7.006289845759448478e-24,-5.563707476017869189e-24,1.839480809783883040e-23,-2.025408972546055393e-23,1.783292918066197589e-23,-1.281513950755454696e-23,2.488123093656457182e-23,4.606584704434431258e-24,-1.112178509277808221e-23,-3.839929002985263962e-24,6.482237296254116925e-24,-1.185130055540745638e-24,1.309676911069415827e-24,3.837558553234302692e-24,3.008453925695861843e-24,5.390251194738358399e-24,-1.070852368082643652e-23,5.775269720257746849e-24,2.675532039499594242e-24,5.534732469626937107e-25,1.069859856266586101e-24,9.869692063813465670e-25,2.276674862490302907e-24,-1.219418194253679037e-24,-2.633184847893770646e-23,1.361734021000243039e-24,-7.731023351523069509e-25,4.245150683722884687e-25,-2.180304178846103708e-23,-1.562184465593726766e-23,4.466469035800437626e-24,-6.416454248862041519e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-2.144491586245806400e-05,-2.062833284363616849e-06,1.641697435851224174e-23,5.265913783902107790e-24,-9.711796125302456016e-23,4.730848226363131916e-23,-1.238199614104952032e-23,-6.286280080441157453e-24,-7.006289845759448478e-24,-5.563707476017869189e-24,1.839480809783883040e-23,-2.025408972546055393e-23,1.783292918066197589e-23,-1.281513950755454696e-23,2.488123093656457182e-23,4.606584704434431258e-24,-1.112178509277808221e-23,-3.839929002985263962e-24,6.482237296254116925e-24,-1.185130055540745638e-24,1.309676911069415827e-24,3.837558553234302692e-24,3.008453925695861843e-24,5.390251194738358399e-24,-1.070852368082643652e-23,5.775269720257746849e-24,2.675532039499594242e-24,5.534732469626937107e-25,1.069859856266586101e-24,9.869692063813465670e-25,2.276674862490302907e-24,-1.219418194253679037e-24,-2.633184847893770646e-23,1.361734021000243039e-24,-7.731023351523069509e-25,4.245150683722884687e-25,-2.180304178846103708e-23,-1.562184465593726766e-23,4.466469035800437626e-24,-6.416454248862041519e-25
6.792894751788004942e+04,4.420095070998677963e-05,4.420095070998677963e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.199451915149147624e-05,-2.161616281568772736e-06,1.605246390629085539e-23,5.120769943767846454e-24,-1.000026556497691801e-22,4.847445727194810266e-23,-1.205739088000667648e-23,-6.099702032629547229e-24,-7.242079988263837872e-24,-5.767916890641960951e-24,1.775370633350674119e-23,-1.957217303204364707e-23,1.862238731859647772e-23,-1.337498233545844782e-23,2.378871119454392434e-23,4.427758682880392697e-24,-1.173676956246444746e-23,-4.034844906323034769e-24,6.140099593053382364e-24,-1.108189913699692445e-24,1.400418792009685258e-24,4.081872391163023011e-24,2.820396126167033293e-24,5.065101149316876533e-24,-1.150016214324187121e-23,6.172684272187102199e-24,2.490170366161889445e-24,4.998333218353561586e-25,1.149428008316184789e-24,1.092907161000392380e-24,2.018862454537070878e-24,-1.171330923710710442e-24,-2.993990252242997562e-23,-1.317409346573987978e-24,-6.350168132802283103e-25,5.824940770613356209e-25,-1.757916869058651249e-23,-1.581946105307525940e-23,4.946740930804611568e-24,-8.766209149575259111e-25,-4.972164979718546166e-22,0.000000000000000000e+00,-2.199451915149147624e-05,-2.161616281568772736e-06,1.605246390629085539e-23,5.120769943767846454e-24,-1.000026556497691801e-22,4.847445727194810266e-23,-1.205739088000667648e-23,-6.099702032629547229e-24,-7.242079988263837872e-24,-5.767916890641960951e-24,1.775370633350674119e-23,-1.957217303204364707e-23,1.862238731859647772e-23,-1.337498233545844782e-23,2.378871119454392434e-23,4.427758682880392697e-24,-1.173676956246444746e-23,-4.034844906323034769e-24,6.140099593053382364e-24,-1.108189913699692445e-24,1.400418792009685258e-24,4.081872391163023011e-24,2.820396126167033293e-24,5.065101149316876533e-24,-1.150016214324187121e-23,6.172684272187102199e-24,2.490170366161889445e-24,4.998333218353561586e-25,1.149428008316184789e-24,1.092907161000392380e-24,2.018862454537070878e-24,-1.171330923710710442e-24,-2.993990252242997562e-23,-1.317409346573987978e-24,-6.350168132802283103e-25,5.824940770613356209e-25,-1.757916869058651249e-23,-1.581946105307525940e-23,4.946740930804611568e-24,-8.766209149575259111e-25
6.780447798251129279e+04,4.536692956936234727e-05,4.536692956936234727e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.256995099373512243e-05,-2.267577698519979862e-06,1.568821220013659762e-23,4.975556064121646384e-24,-1.030292916382061316e-22,4.968144004582615057e-23,-1.173667382515530247e-23,-5.914570930441224760e-24,-7.487652889983389420e-24,-5.982988580022092418e-24,1.712671498126471361e-23,-1.891176588355498088e-23,1.945284305289060618e-23,-1.395511224393320273e-23,2.274749804729546609e-23,4.246688328349175685e-24,-1.238044911613643157e-23,-4.245655760992660598e-24,5.816970346312110300e-24,-1.040772138123858419e-24,1.492998023168246014e-24,4.342066682369721390e-24,2.649333084648705422e-24,4.756338358946325212e-24,-1.236696128172962739e-23,6.583685959181571633e-24,2.314786789689310732e-24,4.456530975801127462e-25,1.233976155022477776e-24,1.217932888768373085e-24,1.767309548508719329e-24,-1.128656646035891139e-24,-3.360078630411032669e-23,-5.685445934616768848e-24,-4.990915410909175735e-25,7.432524921297254298e-25,-1.427337139746745877e-23,-1.525713554453999545e-23,5.456355581194588776e-24,-1.111693414534856913e-24,-4.972164979718546166e-22,0.000000000000000000e+00,-2.256995099373512243e-05,-2.267577698519979862e-06,1.568821220013659762e-23,4.975556064121646384e-24,-1.030292916382061316e-22,4.968144004582615057e-23,-1.173667382515530247e-23,-5.914570930441224760e-24,-7.487652889983389420e-24,-5.982988580022092418e-24,1.712671498126471361e-23,-1.891176588355498088e-23,1.945284305289060618e-23,-1.395511224393320273e-23,2.274749804729546609e-23,4.246688328349175685e-24,-1.238044911613643157e-23,-4.245655760992660598e-24,5.816970346312110300e-24,-1.040772138123858419e-24,1.492998023168246014e-24,4.342066682369721390e-24,2.649333084648705422e-24,4.756338358946325212e-24,-1.236696128172962739e-23,6.583685959181571633e-24,2.314786789689310732e-24,4.456530975801127462e-25,1.233976155022477776e-24,1.217932888768373085e-24,1.767309548508719329e-24,-1.128656646035891139e-24,-3.360078630411032669e-23,-5.685445934616768848e-24,-4.990915410909175735e-25,7.432524921297254298e-25,-1.427337139746745877e-23,-1.525713554453999545e-23,5.456355581194588776e-24,-1.111693414534856913e-24
6.768010439434500586e+04,4.658999451625700283e-05,4.658999451625700283e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.317300296959819665e-05,-2.381415904462858471e-06,1.532421297175775736e-23,4.830271407287097775e-24,-1.062085787844870770e-22,5.093135509942833209e-23,-1.141968298299814984e-23,-5.730823019989606672e-24,-7.743680394953754011e-24,-6.209850173486695966e-24,1.651300015383300236e-23,-1.827145669681583719e-23,2.032803874689552744e-23,-1.455690759586363898e-23,2.175303253349387974e-23,4.064015372043601365e-24,-1.305553845331209575e-23,-4.474282218887170922e-24,5.510889286166670149e-24,-9.815633898006197153e-25,1.587377097366711070e-24,4.620110625600215262e-24,2.493002740060661525e-24,4.462258225888021085e-24,-1.332134699899492930e-23,7.008006002722610139e-24,2.148191889582509506e-24,3.910614341648591774e-25,1.322987221504886161e-24,1.367173823242539410e-24,1.521035948459992313e-24,-1.090880936440891082e-24,-3.640580533635587091e-23,-1.231367728927174986e-23,-3.648570028387394160e-25,9.073858369818144103e-25,-1.173801570147542954e-23,-1.436044038077788051e-23,5.999955193470663077e-24,-1.346843943001603912e-24,-4.972164979718546166e-22,0.000000000000000000e+00,-2.317300296959819665e-05,-2.381415904462858471e-06,1.532421297175775736e-23,4.830271407287097775e-24,-1.062085787844870770e-22,5.093135509942833209e-23,-1.141968298299814984e-23,-5.730823019989606672e-24,-7.743680394953754011e-24,-6.209850173486695966e-24,1.651300015383300236e-23,-1.827145669681583719e-23,2.032803874689552744e-23,-1.455690759586363898e-23,2.175303253349387974e-23,4.064015372043601365e-24,-1.305553845331209575e-23,-4.474282218887170922e-24,5.510889286166670149e-24,-9.815633898006197153e-25,1.587377097366711070e-24,4.620110625600215262e-24,2.493002740060661525e-24,4.462258225888021085e-24,-1.332134699899492930e-23,7.008006002722610139e-24,2.148191889582509506e-24,3.910614341648591774e-25,1.322987221504886161e-24,1.367173823242539410e-24,1.521035948459992313e-24,-1.090880936440891082e-24,-3.640580533635587091e-23,-1.231367728927174986e-23,-3.648570028387394160e-25,9.073858369818144103e-25,-1.173801570147542954e-23,-1.436044038077788051e-23,5.999955193470663077e-24,-1.346843943001603912e-24
6.755583888752252096e+04,4.787389007382523190e-05,4.787389007382523190e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.380562568762040768e-05,-2.503913724009180661e-06,1.496046490272056719e-23,4.684917201489508866e-24,-1.095522758297456044e-22,5.222618863222828329e-23,-1.110626672676677370e-23,-5.548398769386568544e-24,-8.010890928883090924e-24,-6.449532565300064327e-24,1.591178515397111712e-23,-1.764995042541164703e-23,2.125215816427632079e-23,-1.518184264864805295e-23,2.080125188634501868e-23,3.880247853183815156e-24,-1.376506267061751691e-23,-4.722949690394652185e-24,5.220135591540457166e-24,-9.294711333477227413e-25,1.683452312407757163e-24,4.918286100846365649e-24,2.349512497952092881e-24,4.181345454108891121e-24,-1.437843385755416199e-23,7.444649079953388814e-24,1.989350819664729373e-24,3.361382245915330650e-25,1.415013122425549049e-24,1.547470715022286844e-24,1.279135732335560783e-24,-1.057577504134244164e-24,-3.667122186737433018e-23,-2.114490253064776490e-23,-2.318752233943129452e-25,1.075534342482169808e-24,-9.794289968697158834e-24,-1.335257894403769799e-23,6.583004277207705515e-24,-1.581792141434062258e-24,-4.972164979718546166e-22,0.000000000000000000e+00,-2.380562568762040768e-05,-2.503913724009180661e-06,1.496046490272056719e-23,4.684917201489508866e-24,-1.095522758297456044e-22,5.222618863222828329e-23,-1.110626672676677370e-23,-5.548398769386568544e-24,-8.010890928883090924e-24,-6.449532565300064327e-24,1.591178515397111712e-23,-1.764995042541164703e-23,2.125215816427632079e-23,-1.518184264864805295e-23,2.080125188634501868e-23,3.880247853183815156e-24,-1.376506267061751691e-23,-4.722949690394652185e-24,5.220135591540457166e-24,-9.294711333477227413e-25,1.683452312407757163e-24,4.918286100846365649e-24,2.349512497952092881e-24,4.181345454108891121e-24,-1.437843385755416199e-23,7.444649079953388814e-24,1.989350819664729373e-24,3.361382245915330650e-25,1.415013122425549049e-24,1.547470715022286844e-24,1.279135732335560783e-24,-1.057577504134244164e-24,-3.667122186737433018e-23,-2.114490253064776490e-23,-2.318752233943129452e-25,1.075534342482169808e-24,-9.794289968697158834e-24,-1.335257894403769799e-23,6.583004277207705515e-24,-1.581792141434062258e-24
6.743169543542250176e+04,4.922282236535648021e-05,4.922282236535648021e-05,-4.972164979718546166e-22,0.000000000000000000e+00,-2.446994485970313169e-05,-2.635950438290429217e-06,1.459697243789616660e-23,4.539496977543599419e-24,-1.130733120994019822e-22,5.356797711421634310e-23,-1.079628395824638277e-23,-5.367243124684933317e-24,-8.290074575062290941e-24,-6.703183841538940260e-24,1.532234731992011600e-23,-1.704605840678702158e-23,2.222989071722247458e-23,-1.583149152191206853e-23,1.988852632991001397e-23,3.695786399821571717e-24,-1.451240089183959013e-23,-4.994247493719735941e-24,4.943193817286998884e-24,-8.835813771733716556e-25,1.781027748181628275e-24,5.239250468741272428e-24,2.217269157451409924e-24,3.912250708918004418e-24,-1.555674576077337920e-23,7.891487517441865063e-24,1.837358420313574109e-24,2.809259306369418456e-25,1.506863359196572754e-24,1.767978231491228946e-24,1.040764803676218593e-24,-1.028395229636030684e-24,-3.261331528612588621e-23,-3.047794371791912762e-23,-9.973529079864443742e-26,1.248391925383258902e-24,-8.291065721852290088e-24,-1.234204046030666991e-23,7.211984377867040834e-24,-1.815895088064506457e-24,-4.972164979718546166e-22,0.000000000000000000e+00,-2.446994485970313169e-05,-2.635950438290429217e-06,1.459697243789616660e-23,4.539496977543599419e-24,-1.130733120994019822e-22,5.356797711421634310e-23,-1.079628395824638277e-23,-5.367243124684933317e-24,-8.290074575062290941e-24,-6.703183841538940260e-24,1.532234731992011600e-23,-1.704605840678702158e-23,2.222989071722247458e-23,-1.583149152191206853e-23,1.988852632991001397e-23,3.695786399821571717e-24,-1.451240089183959013e-23,-4.994247493719735941e-24,4.943193817286998884e-24,-8.835813771733716556e-25,1.781027748181628275e-24,5.239250468741272428e-24,2.217269157451409924e-24,3.912250708918004418e-24,-1.555674576077337920e-23,7.891487517441865063e-24,1.837358420313574109e-24,2.809259306369418456e-25,1.506863359196572754e-24,1.767978231491228946e-24,1.040764803676218593e-24,-1.028395229636030684e-24,-3.261331528612588621e-23,-3.047794371791912762e-23,-9.973529079864443742e-26,1.248391925383258902e-24,-8.291065721852290088e-24,-1.234204046030666991e-23,7.211984377867040834e-24,-1.815895088064506457e-24
