omega,A_tipA,A_xr,tipA_Re_0,tipA_Im_0,tipA_Re_1,tipA_Im_1,tipA_Re_2,tipA_Im_2,tipA_Re_3,tipA_Im_3,tipA_Re_4,tipA_Im_4,tipA_Re_5,tipA_Im_5,tipA_Re_6,tipA_Im_6,tipA_Re_7,tipA_Im_7,tipA_Re_8,tipA_Im_8,tipA_Re_9,tipA_Im_9,tipA_Re_10,tipA_Im_10,tipA_Re_11,tipA_Im_11,tipA_Re_12,tipA_Im_12,tipA_Re_13,tipA_Im_13,tipA_Re_14,tipA_Im_14,tipA_Re_15,tipA_Im_15,tipA_Re_16,tipA_Im_16,tipA_Re_17,tipA_Im_17,tipA_Re_18,tipA_Im_18,tipA_Re_19,tipA_Im_19,tipA_Re_20,tipA_Im_20,xr_Re_0,xr_Im_0,xr_Re_1,xr_Im_1,xr_Re_2,xr_Im_2,xr_Re_3,xr_Im_3,xr_Re_4,xr_Im_4,xr_Re_5,xr_Im_5,xr_Re_6,xr_Im_6,xr_Re_7,xr_Im_7,xr_Re_8,xr_Im_8,xr_Re_9,xr_Im_9,xr_Re_10,xr_Im_10,xr_Re_11,xr_Im_11,xr_Re_12,xr_Im_12,xr_Re_13,xr_Im_13,xr_Re_14,xr_Im_14,xr_Re_15,xr_Im_15,xr_Re_16,xr_Im_16,xr_Re_17,xr_Im_17,xr_Re_18,xr_Im_18,xr_Re_19,xr_Im_19,xr_Re_20,xr_Im_20
6.414628719851142523e+04,1.706225575604446122e-04,2.106774441738064210e-04,-2.188828538732767445e-06,0.000000000000000000e+00,-6.457666352375183863e-05,-5.950032908301112230e-05,4.739801613829883838e-08,-9.471624094509762058e-09,-1.951425398552240580e-06,3.758939795626903655e-06,-4.001112047183530129e-08,7.420425690520395679e-09,1.085481554159558166e-06,-1.403058065514623325e-06,2.862118686895713949e-08,-5.943895923055482492e-09,-1.023489129581024876e-06,6.855430192506282901e-07,-1.541061855942218754e-08,7.088407266924345580e-09,1.155328779414392103e-06,2.421155220723413870e-07,2.509637749750791716e-09,-1.230442078950197688e-08,-7.387910415897722107e-08,-5.457475836734395207e-07,8.752220460732811896e-09,2.268314476028723931e-08,-7.037638890177953108e-08,1.798395382602209549e-07,-1.806304567927611540e-08,-4.022472044624344090e-08,4.228685607913766010e-08,-6.535807787020408614e-08,2.428843456435231243e-08,7.471320022184465183e-08,-1.458821448382026141e-08,2.353313025506243371e-08,4.521209459161397199e-08,-1.950643005397138647e-07,-7.437913178554088406e-09,-5.382345103533305935e-09,-8.003403033031437141e-08,-5.229545278719968261e-08,-4.377657077465534890e-06,0.000000000000000000e+00,-5.182623610332351199e-05,-9.301914534979532185e-05,9.479603227659775617e-08,-1.894324818901951419e-08,-3.902850797104481161e-06,7.517879591253807310e-06,-8.002224094367061582e-08,1.484085138104079136e-08,2.170963108319112096e-06,-2.806116131029244108e-06,5.724237373791429222e-08,-1.188779184611095506e-08,-2.046978259162049752e-06,1.371086038501256580e-06,-3.082123711884438831e-08,1.417681453384868123e-08,2.310657558828784206e-06,4.842310441446829857e-07,5.019275499501592531e-09,-2.460884157900394053e-08,-1.477582083179544421e-07,-1.091495167346879041e-06,1.750444092146563372e-08,4.536628952057449185e-08,-1.407527778035590886e-07,3.596790765204419098e-07,-3.612609135855223081e-08,-8.044944089248688181e-08,8.457371215827532020e-08,-1.307161557404081988e-07,4.857686912870462486e-08,1.494264004436893301e-07,-2.917642896764052943e-08,4.706626051012487404e-08,9.042418918322793074e-08,-3.901286010794277824e-07,-1.487582635710817681e-08,-1.076469020706661518e-08,-1.600680606606287428e-07,-1.045909055743994049e-07
6.412370864279634407e+04,1.706583583904845442e-04,2.110554814550204684e-04,-2.248877772216662580e-06,0.000000000000000000e+00,-6.334210758774627931e-05,-6.096066723803597408e-05,4.851495645652870315e-08,-5.428291999171129762e-09,-2.556682565580156353e-06,3.580427167038013601e-06,-4.077051481564014485e-08,2.926500894815582494e-10,1.432092580597179188e-06,-1.144805949209254316e-06,2.885784950561766418e-08,1.835608250512446551e-09,-1.229910331071348513e-06,3.067154446819099356e-07,-1.652895348998262643e-08,1.277469272668300598e-09,9.246767505469332589e-07,7.550887898181180696e-07,7.695382142153606883e-09,-1.016720910089635257e-08,2.236646932166963424e-07,-4.889577031825685133e-07,-5.371873237828223590e-09,2.430101939183812941e-08,-1.634416382029184942e-07,9.916149710046231619e-08,1.221860424261727457e-08,-4.359556545776452937e-08,7.563279394551792121e-08,-1.927897033939528954e-08,-3.762551119663721824e-08,7.225723992719376627e-08,-2.741679522043765183e-08,5.046875878162393556e-09,1.912030826640221629e-07,-8.953306273124213881e-08,-5.296699777992157794e-10,-9.633139989734459562e-09,-1.341397914595043037e-09,-9.653019181692003541e-08,-4.497755544433324313e-06,0.000000000000000000e+00,-4.834074339973636292e-05,-9.518657049254184474e-05,9.702991291305734012e-08,-1.085658399834227938e-08,-5.113365131160266965e-06,7.160854334075996710e-06,-8.154102963128028971e-08,5.853001789631144308e-10,2.864185161194363458e-06,-2.289611898418510326e-06,5.771569901123532175e-08,3.671216501024895169e-09,-2.459820662142697026e-06,6.134308893638198712e-07,-3.305790697996526610e-08,2.554938545336587133e-09,1.849353501093866518e-06,1.510177579636236139e-06,1.539076428430721377e-08,-2.033441820179270513e-08,4.473293864333926318e-07,-9.779154063651372383e-07,-1.074374647565644222e-08,4.860203878367627205e-08,-3.268832764058369884e-07,1.983229942009246324e-07,2.443720848523454913e-08,-8.719113091552905875e-08,1.512655878910358424e-07,-3.855794067879057908e-08,-7.525102239327442324e-08,1.445144798543875590e-07,-5.483359044087532352e-08,1.009375175632478711e-08,3.824061653280443787e-07,-1.790661254624842776e-07,-1.059339955598429904e-09,-1.926627997946891912e-08,-2.682795829190086074e-09,-1.930603836338401502e-07
6.409750701362953987e+04,1.709459881675816806e-04,2.113855992346602881e-04,-2.300311161687634435e-06,0.000000000000000000e+00,-6.218775640360733089e-05,-6.242469538138234280e-05,4.894816070198571579e-08,-1.349837533906066300e-09,-3.147155180418246828e-06,3.306607100331669041e-06,-4.002615216592206732e-08,-6.672787910854927215e-09,1.715647275353197071e-06,-8.040876117147674938e-07,2.691983495665564907e-08,9.068201576011302600e-09,-1.298944270027582186e-06,-1.293144501333673297e-07,-1.553311407443886424e-08,-4.195225831013111823e-09,4.767014286850064159e-07,1.104019182821259488e-06,1.142990229389782814e-08,-6.097999814045789196e-09,4.339129642132288490e-07,-2.879378339896886450e-07,-1.809563433908183179e-08,1.786967923794049914e-08,-1.869146589135330871e-07,-1.807343148331143528e-08,3.785679423043598162e-08,-2.670567221994693350e-08,6.864814946267285284e-08,3.618090812107906044e-08,-8.014380638906451085e-08,2.555307328895360424e-08,-2.231534448813386641e-08,-1.654480735458258809e-08,1.988375065031900386e-07,9.835529885499401666e-08,7.375185969995821170e-09,-6.911838724125767281e-09,7.863092918953731179e-08,-5.589697359977576031e-08,-4.600622323375268022e-06,0.000000000000000000e+00,-4.482471108869353282e-05,-9.720032495505398571e-05,9.789632140397144481e-08,-2.699675067812134668e-09,-6.294310360836467397e-06,6.613214200663327070e-06,-8.005230433184413464e-08,-1.334557582170986270e-08,3.431294550706383130e-06,-1.608175223429534988e-06,5.383966991331129153e-08,1.813640315202259858e-08,-2.597888540055164373e-06,-2.586289002667346593e-07,-3.106622814887772848e-08,-8.390451662026223645e-09,9.534028573700129376e-07,2.208038365642518975e-06,2.285980458779565628e-08,-1.219599962809157839e-08,8.678259284264575921e-07,-5.758756679793769724e-07,-3.619126867816366357e-08,3.573935847588099828e-08,-3.738293178270661741e-07,-3.614686296662283747e-08,7.571358846087198971e-08,-5.341134443989386701e-08,1.372962989253457057e-07,7.236181624215812087e-08,-1.602876127781290746e-07,5.110614657790720185e-08,-4.463068897626773282e-08,-3.308961470916516956e-08,3.976750130063800242e-07,1.967105977099879539e-07,1.475037193999164234e-08,-1.382367744825153622e-08,1.572618583790746236e-07,-1.117939471995515339e-07
6.406815142731262313e+04,1.716697903217152973e-04,2.116845819947468441e-04,-2.343888740939633066e-06,0.000000000000000000e+00,-6.111248671838761929e-05,-6.389617243069865230e-05,4.874517786840727864e-08,2.644004045938159813e-09,-3.708256171480117830e-06,2.940334716910355198e-06,-3.793573478498058171e-08,-1.314255822514496920e-08,1.917675186840801178e-06,-3.972467553874180684e-07,2.321104287222903945e-08,1.517991413309264256e-08,-1.216991799252195969e-06,-5.739570938950388858e-07,-1.289134561055701705e-08,-8.657464315748344401e-09,-8.478625167584478242e-08,1.202706397920002884e-06,1.315012449835651317e-08,-9.119943155831804900e-10,5.008257681705201396e-07,-1.904895165900614996e-08,-2.536477607861021009e-08,5.557840817807622558e-09,-1.369647403826402442e-07,-1.220717393454146251e-07,4.726248380776585150e-08,2.722709882533157787e-09,2.722782444323285706e-08,7.176060227531752653e-08,-7.768722486405901560e-08,-3.866589266537171236e-08,-3.461219886277747516e-09,-2.730395091223003749e-08,5.124720638699027060e-08,2.275649068633439858e-07,1.055754701864291277e-08,1.106989665696735653e-09,9.066388367301625808e-08,3.170476128780502514e-08,-4.687777481879266131e-06,0.000000000000000000e+00,-4.128505450014958029e-05,-9.906438300968683130e-05,9.749035573681455728e-08,5.288008091876313836e-09,-7.416512342960263612e-06,5.880669433820719714e-06,-7.587146956996116341e-08,-2.628511645028993840e-08,3.835350373681597274e-06,-7.944935107748375131e-07,4.642208574445809214e-08,3.035982826618530496e-08,-2.433983598504388972e-06,-1.147914187790072689e-06,-2.578269122111403741e-08,-1.731492863149666895e-08,-1.695725033516895384e-07,2.405412795840005768e-06,2.630024899671300648e-08,-1.823988631166305766e-09,1.001651536341040491e-06,-3.809790331801259108e-08,-5.072955215722042679e-08,1.111568163561525008e-08,-2.739294807652805414e-07,-2.441434786908291973e-07,9.452496761553167653e-08,5.445419765066315573e-09,5.445564888646570751e-08,1.435212045506350531e-07,-1.553744497281180312e-07,-7.733178533074342472e-08,-6.922439772555493379e-09,-5.460790182446007497e-08,1.024944127739805544e-07,4.551298137266879716e-07,2.111509403728582554e-08,2.213979331393469239e-09,1.813277673460325162e-07,6.340952257561001058e-08
6.403415646473961533e+04,1.731427103265452676e-04,2.119283384613066239e-04,-2.376334858146365643e-06,0.000000000000000000e+00,-6.018640946157172752e-05,-6.542639745411639202e-05,4.782964725098946984e-08,6.454251251648901114e-09,-4.230984996564444985e-06,2.479462389586163296e-06,-3.461546139622818952e-08,-1.883551727618921303e-08,2.025674346417970362e-06,6.041941480954567729e-08,1.820108988861771273e-08,1.975657520908709162e-08,-9.855961077453391222e-07,-9.807467317585692408e-07,-9.215555031478029023e-09,-1.169107737814286747e-08,-6.293358822298226837e-07,1.023358501651339685e-06,1.268102752165832643e-08,4.462231803990238998e-09,4.187693171569318003e-07,2.301732452323539433e-07,-2.496956746121410065e-08,-8.744339447479291417e-09,-3.883035374777965241e-08,-1.732352295435343050e-07,3.622844229765539188e-08,3.174058317632422371e-08,-2.583527208339236242e-08,7.054698623259693329e-08,-3.030688020177699525e-08,-8.380752083940525439e-08,1.674512734255259396e-08,-2.111103386963698777e-08,-1.515908998298317478e-07,1.920489713987066159e-07,6.476501399035710635e-09,9.069775268739544979e-09,2.673706845549068192e-08,9.090615264525998714e-08,-4.752669716292729593e-06,0.000000000000000000e+00,-3.777474879845351454e-05,-1.007980592447651059e-04,9.565929450197893967e-08,1.290850250329779727e-08,-8.461969993128888275e-06,4.958924779172326592e-06,-6.923092279245633934e-08,-3.767103455237835989e-08,4.051348692835934795e-06,1.208388296190890252e-07,3.640217977723542546e-08,3.951315041817420972e-08,-1.971192215490678244e-06,-1.961493463517138482e-06,-1.843111006295606135e-08,-2.338215475628573495e-08,-1.258671764459645579e-06,2.046717003302679793e-06,2.536205504331663963e-08,8.924463607980479651e-09,8.375386343138636006e-07,4.603464904647078867e-07,-4.993913492242819468e-08,-1.748867889495857953e-08,-7.766070749555933129e-08,-3.464704590870686100e-07,7.245688459531078376e-08,6.348116635264844742e-08,-5.167054416678472485e-08,1.410939724651938666e-07,-6.061376040355399049e-08,-1.676150416788105088e-07,3.349025468510518792e-08,-4.222206773927396893e-08,-3.031817996596634956e-07,3.840979427974131789e-07,1.295300279807142293e-08,1.813955053747908996e-08,5.347413691098137707e-08,1.818123052905199478e-07
6.399498750569678668e+04,1.751471839106174839e-04,2.121097977122353363e-04,-2.396311964887340306e-06,0.000000000000000000e+00,-5.945586809337349030e-05,-6.706039770180831935e-05,4.621249173802184329e-08,9.950629470436437772e-09,-4.701675603321043205e-06,1.924665194653438616e-06,-3.029499922903542324e-08,-2.348850826941054317e-08,2.027011790923674631e-06,5.501111726341585430e-07,1.246856310877753811e-08,2.256597041447992454e-08,-6.172507415695798272e-07,-1.301993769784589613e-06,-5.170470110252240566e-09,-1.320396426981440483e-08,-1.021722029280639665e-06,6.043421889770166313e-07,1.021470084994113840e-08,9.211007852323630326e-09,2.300035070745317371e-07,3.882400507812495731e-07,-1.716761345744097795e-08,-2.071759212522826882e-08,6.508124036675336400e-08,-1.571566467885675257e-07,9.668966277572487875e-09,4.783558188471396340e-08,-6.327950571433721495e-08,3.587490657901822161e-08,3.600628249026064709e-08,-8.370883452446566709e-08,2.586794256927073522e-08,-2.979639315370802538e-09,-2.557782698267762061e-07,3.060758105120578761e-09,-2.486612922131353001e-09,1.142390685071205644e-08,-5.630157535208461389e-08,7.332621952532737677e-08,-4.792623929774679766e-06,0.000000000000000000e+00,-3.433529880593062361e-05,-1.024254588443234673e-04,9.242498347604359394e-08,1.990125894087281599e-08,-9.403351206642084715e-06,3.849330389306876385e-06,-6.058999845807084649e-08,-4.697701653882105325e-08,4.054023581847339945e-06,1.100222345268308404e-06,2.493712621755507622e-08,4.513194082895983584e-08,-1.234501483139159019e-06,-2.603987539569182615e-06,-1.034094022050446955e-08,-2.640792853962882290e-08,-2.043444058561279754e-06,1.208684377954033474e-06,2.042940169988231320e-08,1.842201570464724742e-08,4.600070141490634741e-07,7.764801015624991462e-07,-3.433522691488195589e-08,-4.143518425045653765e-08,1.301624807335066751e-07,-3.143132935771348397e-07,1.933793255514498237e-08,9.567116376942792680e-08,-1.265590114286744564e-07,7.174981315803645646e-08,7.201256498052130742e-08,-1.674176690489313342e-07,5.173588513854146382e-08,-5.959278630741600940e-09,-5.115565396535524122e-07,6.121516210241076457e-09,-4.973225844262705174e-09,2.284781370142411287e-08,-1.126031507041692145e-07,1.466524390506547271e-07
6.394949254525205470e+04,1.777853375562304104e-04,2.122071845277656089e-04,-2.400990295436526496e-06,0.000000000000000000e+00,-5.900290438536998718e-05,-6.887681917212594765e-05,4.388765621030893549e-08,1.299001589992252721e-08,-5.106375285437011361e-06,1.275422329248204052e-06,-2.524556338956252551e-08,-2.687740520632018913e-08,1.911539753041637526e-06,1.051661971933337807e-06,6.617348663708878445e-09,2.355799110796965398e-08,-1.369271951426906526e-07,-1.492587838763031677e-06,-1.344591507979111852e-09,-1.336406372589300663e-08,-1.158703383096190235e-06,5.021060348690145248e-08,6.201675038428666887e-09,1.270491816364918138e-08,3.985190629845701535e-09,4.215925561908017543e-07,-4.399284540623011852e-09,-2.695935833636596344e-08,1.351568825705796766e-07,-8.766440748860342900e-08,-2.101533079758272958e-08,4.449109323789346258e-08,-6.839902791707448008e-08,-1.227201501183450491e-08,8.457792987237238645e-08,-3.784505720339251000e-08,1.957509158174104115e-08,1.514157232959830755e-08,-1.689118935084500353e-07,-2.054322462179042567e-07,-1.053589695969482834e-08,6.228155574974578220e-09,-8.886727427276176038e-08,-1.545473009502770368e-09,-4.801980590873052144e-06,0.000000000000000000e+00,-3.103744027952498385e-05,-1.039868583827135182e-04,8.777531242061789746e-08,2.598003179984505774e-08,-1.021275057087405999e-05,2.550844658496402599e-06,-5.049112677912505103e-08,-5.375481041264038488e-08,3.823079506083282675e-06,2.103323943866686626e-06,1.323469732741775358e-08,4.711598221593931458e-08,-2.738543902853767524e-07,-2.985175677526069706e-06,-2.689183015958223705e-09,-2.672812745178600994e-08,-2.317406766192380047e-06,1.004212069738005889e-07,1.240335007685728911e-08,2.540983632729834953e-08,7.970381259691403070e-09,8.431851123816035087e-07,-8.798569081246027013e-09,-5.391871667273191364e-08,2.703137651411593532e-07,-1.753288149772068580e-07,-4.203066159516545254e-08,8.898218647578692516e-08,-1.367980558341489866e-07,-2.454403002366901644e-08,1.691558597447447994e-07,-7.569011440678501999e-08,3.915018316348208230e-08,3.028314465919662172e-08,-3.378237870169000705e-07,-4.108644924358085135e-07,-2.107179391938965669e-08,1.245631114994915644e-08,-1.777345485455235208e-07,-3.090946019005560588e-09
6.389562252476230060e+04,1.813932355038154129e-04,2.121792674792098449e-04,-2.385096637035138122e-06,0.000000000000000000e+00,-5.897585480077620671e-05,-7.101702198764048291e-05,4.082423991572466789e-08,1.538768733597842899e-08,-5.428604701051560594e-06,5.294728028521237101e-07,-1.978852687001357034e-08,-2.879766075081744080e-08,1.670313155316875544e-06,1.543698833255084013e-06,1.247862724625221950e-09,2.285833903891772034e-08,4.185597976029799005e-07,-1.510800345780567843e-06,1.819091680650118270e-09,-1.254945085610925924e-08,-1.004156511709441084e-06,-4.887847251920865855e-07,1.274003037068052366e-09,1.458953600834475479e-08,-1.879991161623322617e-07,3.410177246415750687e-07,9.528548198863361594e-09,-2.602757024448348223e-08,1.504417328597022560e-07,1.632449556583020274e-09,-4.310824354658087077e-08,2.392761243530530910e-08,-4.286336701256470072e-08,-4.910435352261172918e-08,8.902030992924864679e-08,2.826639728621949099e-08,3.643487717008830507e-09,2.265617231201745680e-08,5.708331093460251734e-08,-2.671150740424333302e-07,-1.225052859004942612e-08,-3.410496417571443564e-09,-4.924532929039555561e-08,-6.729844915814794566e-08,-4.770193274070275398e-06,0.000000000000000000e+00,-2.801642761402744681e-05,-1.055554647376748316e-04,8.164847983144933579e-08,3.077537467195685798e-08,-1.085720940210308223e-05,1.058945605704258432e-06,-3.957705374002713406e-08,-5.759532150163480881e-08,3.340626310633753630e-06,3.087397666510175225e-06,2.495725449250448035e-09,4.571667807783544069e-08,8.371195952059593775e-07,-3.021600691561136110e-06,3.638183361300217928e-09,-2.509890171221851186e-08,-2.008313023418883438e-06,-9.775694503841710535e-07,2.548006074136107626e-09,2.917907201668950959e-08,-3.759982323246644704e-07,6.820354492831503491e-07,1.905709639772672319e-08,-5.205514048896696445e-08,3.008834657194045119e-07,3.264899113166088938e-09,-8.621648709316174154e-08,4.785522487061061820e-08,-8.572673402512940144e-08,-9.820870704522345836e-08,1.780406198584972936e-07,5.653279457243898199e-08,7.286975434017664324e-09,4.531234462403491361e-08,1.141666218692051273e-07,-5.342301480848667663e-07,-2.450105718009885224e-08,-6.820992835142887955e-09,-9.849065858079111122e-08,-1.345968983162959178e-07
6.388190138758210378e+04,1.823578978679408471e-04,2.121567121358549442e-04,-2.380211461510378070e-06,0.000000000000000000e+00,-5.899398648701837750e-05,-7.157996545727910527e-05,4.002827006560051755e-08,1.589810797478702456e-08,-5.492685905847793537e-06,3.324561778952010138e-07,-1.843812213305932894e-08,-2.908406048302086590e-08,1.589724138112645534e-06,1.659012207376490729e-06,3.026262927589781474e-11,2.248493731463387791e-08,5.601029126916744203e-07,-1.481972442305954593e-06,2.513394888565099935e-09,-1.224905055328445770e-08,-9.253390584287967417e-07,-6.008534500020218196e-07,-6.573014598768361257e-11,1.476951884724279912e-08,-2.248590457327166062e-07,3.081188065079592450e-07,1.277669814826584208e-08,-2.468621916257936873e-08,1.459815793231944717e-07,2.285451410618073734e-08,-4.623374874340590551e-08,1.705642056164217162e-08,-3.356535066423034863e-08,-5.454596562660661495e-08,8.260661536040210270e-08,4.368097985588229992e-08,-5.584995346866416308e-10,2.245155046976063472e-08,1.150276356711023402e-07,-2.487611372113152458e-07,-1.141567813658031003e-08,-5.794207470274590971e-09,-3.225699436428073357e-08,-7.512606140699610526e-08,-4.760422923020756141e-06,0.000000000000000000e+00,-2.727322109246206822e-05,-1.059412457433875202e-04,8.005654013120103510e-08,3.179621594957404912e-08,-1.098537181169566161e-05,6.649123557903726990e-07,-3.687624426611865787e-08,-5.816812096604174504e-08,3.179448276225294457e-06,3.318024414752996281e-06,6.052525855172118322e-11,4.496987462926785508e-08,1.120205825383352652e-06,-2.963944884611911303e-06,5.026789777130199043e-09,-2.449810110656891540e-08,-1.850678116857593483e-06,-1.201706900004043427e-06,-1.314602919753420995e-10,2.953903769448561810e-08,-4.497180914654332125e-07,6.162376130159184899e-07,2.555339629653168415e-08,-4.937243832515873745e-08,2.919631586463888904e-07,4.570902821236150778e-08,-9.246749748681181102e-08,3.411284112328434323e-08,-6.713070132846069726e-08,-1.090919312532132431e-07,1.652132307208042054e-07,8.736195971176459984e-08,-1.116999069373283262e-09,4.490310093952126944e-08,2.300552713422046274e-07,-4.975222744226305974e-07,-2.283135627316061676e-08,-1.158841494054918691e-08,-6.451398872856146714e-08,-1.502521228139922370e-07
6.382094195745521574e+04,1.871295627013009363e-04,2.119865896976568615e-04,-2.344938286995170919e-06,0.000000000000000000e+00,-5.944257598207555639e-05,-7.417661916048890044e-05,3.646599336308719584e-08,1.741239342998887428e-08,-5.680820715506712648e-06,-5.096700510633170464e-07,-1.315972574057022983e-08,-2.930006576787873596e-08,1.187657089226908014e-06,2.087592545216347132e-06,-4.114850468864341338e-09,2.030900814169704741e-08,1.112343576616075248e-06,-1.230984537089491224e-06,4.763852402542894428e-09,-1.088106240200685762e-08,-5.032562685874234728e-07,-9.112742362231513531e-07,-5.404767007985281944e-09,1.442799667185819142e-08,-3.157023228273838544e-07,1.508930217326936076e-07,2.327178321002845510e-08,-1.599252291385445283e-08,1.031171330277853960e-07,8.997937037169382669e-08,-4.781449615456899402e-08,-1.185459693766753845e-08,5.653562191463189964e-09,-5.904444104917089865e-08,3.511753780717974121e-08,8.693050881627135892e-08,-1.379380812029077121e-08,1.503212702454921113e-08,2.685632586894664262e-07,-6.759921085388369956e-08,-4.207944806459278174e-09,-1.251597515592585464e-08,3.502883712882688855e-08,-6.638498561402195934e-08,-4.689876573990341837e-06,0.000000000000000000e+00,-2.458934825245400913e-05,-1.075753805661761601e-04,7.293198672617439167e-08,3.482478685997775517e-08,-1.136164143101350153e-05,-1.019340102126678350e-06,-2.631945148114045967e-08,-5.860013153575747191e-08,2.375314178453817722e-06,4.175185090432668853e-06,-8.229700937728679368e-09,4.061801628339409481e-08,2.224687153232154731e-06,-2.461969074178982447e-06,9.527704805085805400e-09,-2.176212480401370532e-08,-1.006512537174846946e-06,-1.822548472446302706e-06,-1.080953401597056058e-08,2.885599334371638615e-08,-6.314046456547677089e-07,3.017860434653872151e-07,4.654356642005691019e-08,-3.198504582770889905e-08,2.062342660555707656e-07,1.799587407433876798e-07,-9.562899230913798804e-08,-2.370919387533507690e-08,1.130712438292637993e-08,-1.180888820983417973e-07,7.023507561435948242e-08,1.738610176325426914e-07,-2.758761624058154241e-08,3.006425404909842226e-08,5.371265173789328524e-07,-1.351984217077674256e-07,-8.415889612918554693e-09,-2.503195031185171258e-08,7.005767425765379033e-08,-1.327699712280439451e-07
6.375784816976251022e+04,1.927016480673187867e-04,2.117221424784731013e-04,-2.301579499382995240e-06,0.000000000000000000e+00,-6.014573921082037058e-05,-7.713400103415623751e-05,3.286632429530549899e-08,1.830303706884947209e-08,-5.743650352161551269e-06,-1.402755128842532242e-06,-8.433587617266446191e-09,-2.849495305414080045e-08,6.689574678131477641e-07,2.421364629760563729e-06,-7.129329421493509472e-09,1.757078235718375417e-08,1.552723124641144649e-06,-7.615083205024507740e-07,6.492029485340503159e-09,-9.416434329238148846e-09,-2.868613028570135900e-08,-9.685625859357696464e-07,-1.046129238936543094e-08,1.223551205853929514e-08,-3.208989706436113054e-07,-1.051145763700898795e-08,2.848548803330285727e-08,-3.602659422112139879e-09,3.868477987563008750e-08,1.207177357129480562e-07,-3.367014074469647933e-08,-3.600235253485924580e-08,3.608638570236377964e-08,-4.124521469230000433e-08,-2.710537308723194612e-08,9.007739574525228714e-08,-1.820785559904700219e-08,2.597331220603125323e-09,2.227238361570189084e-07,1.622985839810387334e-07,5.630897007248119183e-09,-1.231816503815104340e-08,6.651059446226213175e-08,-1.521907730216347963e-08,-4.603158998765989634e-06,0.000000000000000000e+00,-2.208692711448781318e-05,-1.092793177109730715e-04,6.573264859061099798e-08,3.660607413769894418e-08,-1.148730070432306696e-05,-2.805510257685033568e-06,-1.686717523453289569e-08,-5.698990610828159428e-08,1.337914935626295528e-06,4.842729259521127458e-06,-1.425865884298705369e-08,3.514156471436752819e-08,3.105446249282292685e-06,-1.523016641004899007e-06,1.298405897068100632e-08,-1.883286865847629769e-08,-5.737226057140452456e-08,-1.937125171871540140e-06,-2.092258477873086519e-08,2.447102411707859359e-08,-6.417979412872226108e-07,-2.102291527401783032e-08,5.697097606660570792e-08,-7.205318844224271485e-09,7.736955975126016176e-08,2.414354714258961653e-07,-6.734028148939295866e-08,-7.200470506971849159e-08,7.217277140472755928e-08,-8.249042938460000867e-08,-5.421074617446390548e-08,1.801547914905046008e-07,-3.641571119809401099e-08,5.194662441206253128e-09,4.454476723140378697e-07,3.245971679620774668e-07,1.126179401449624002e-08,-2.463633007630208680e-08,1.330211889245242900e-07,-3.043815460432697249e-08
6.374225431761582149e+04,1.941855689727214071e-04,2.116535002745615376e-04,-2.290618616128171241e-06,0.000000000000000000e+00,-6.033484036494313549e-05,-7.791695340390846489e-05,3.200094367847589365e-08,1.845188264724385260e-08,-5.739358135319065368e-06,-1.630298709547127336e-06,-7.363914128936149834e-09,-2.819010465382750771e-08,5.244575076329083471e-07,2.485968532563355460e-06,-7.723375718097920743e-09,1.686328236442449136e-08,1.633392162858969810e-06,-6.161651618914710093e-07,6.877595950467763049e-09,-9.049709903993861405e-09,8.150434247173209993e-08,-9.476147463783638577e-07,-1.161960286137001520e-08,1.140745059018273483e-08,-3.112202383725741321e-07,-4.714964783238559558e-08,2.886964313174750970e-08,-2.320071355354636234e-10,2.185450851708239798e-08,1.227289296689621841e-07,-2.830974092787073422e-08,-4.051186010276925094e-08,4.127493719251921397e-08,-3.466489822085338572e-08,-4.184244571012995474e-08,8.470281017042071271e-08,-1.798221884191884868e-08,-4.772777807570774336e-10,1.827277343465190691e-07,2.065481035384311381e-07,7.893464239958301849e-09,-1.118157261325521517e-08,6.695424290923185663e-08,-9.304149151955609764e-10,-4.581237232256341635e-06,0.000000000000000000e+00,-2.146801714030821076e-05,-1.097110008867560485e-04,6.400188735695177406e-08,3.690376529448769858e-08,-1.147871627063813074e-05,-3.260597419094255095e-06,-1.472782825787227816e-08,-5.638020930765510144e-08,1.048915015265821565e-06,4.971937065126701602e-06,-1.544675143619593082e-08,3.372656472884902242e-08,3.266784325717939620e-06,-1.232330323782942230e-06,1.375519190093552444e-08,-1.809941980798772281e-08,1.630086849434657616e-07,-1.895229492756726868e-06,-2.323920572274003039e-08,2.281490118036549281e-08,-6.224404767451482641e-07,-9.429929566477109852e-08,5.773928626349502602e-08,-4.640142710709252306e-10,4.370901703416478272e-08,2.454578593379243681e-07,-5.661948185574146845e-08,-8.102372020553850188e-08,8.254987438503841470e-08,-6.932979644170677145e-08,-8.368489142025990947e-08,1.694056203408414254e-07,-3.596443768383769736e-08,-9.545555615141530061e-10,3.654554686930381383e-07,4.130962070768622762e-07,1.578692847991660701e-08,-2.236314522651043034e-08,1.339084858184637133e-07,-1.860829830391133947e-09
