# pyFBS linear LM-FBS backbone (alpha=0): freq_hz, |Y_out_in| m/N; k=1e3 all 6 VP DoFs, zeta=0.003, 1 Hz grid, out=S1X(A), in=H28(B)
0.000000000000000000e+00,3.459691967838531854e-08
1.000000000000000000e+00,3.785276463404469858e-08
2.000000000000000000e+00,5.021201821165642644e-08
3.000000000000000000e+00,8.726206015312199398e-08
4.000000000000000000e+00,3.443137467524665101e-07
5.000000000000000000e+00,2.125750409378913083e-07
6.000000000000000000e+00,9.070798745361274523e-08
7.000000000000000000e+00,6.218334123668537209e-08
8.000000000000000000e+00,4.987550081450629528e-08
9.000000000000000000e+00,4.323368995551220403e-08
1.000000000000000000e+01,3.921279061054686174e-08
1.100000000000000000e+01,3.661378974424830663e-08
1.200000000000000000e+01,3.487257579851376598e-08
1.300000000000000000e+01,3.369101841769009746e-08
1.400000000000000000e+01,3.289821585697693560e-08
1.500000000000000000e+01,3.239029302808973503e-08
1.600000000000000000e+01,3.210142280812008118e-08
1.700000000000000000e+01,3.198873481405876593e-08
1.800000000000000000e+01,3.202396310901325368e-08
1.900000000000000000e+01,3.218860239447157169e-08
2.000000000000000000e+01,3.247100279597463569e-08
2.100000000000000000e+01,3.286459471813382891e-08
2.200000000000000000e+01,3.336680822393182935e-08
2.300000000000000000e+01,3.397844519745615944e-08
2.400000000000000000e+01,3.470336928044574485e-08
2.500000000000000000e+01,3.554844148457964793e-08
2.600000000000000000e+01,3.652367017422572786e-08
2.700000000000000000e+01,3.764257465906390688e-08
2.800000000000000000e+01,3.892278943059310247e-08
2.900000000000000000e+01,4.038696714621561053e-08
3.000000000000000000e+01,4.206407936717598519e-08
3.100000000000000000e+01,4.399127396273423092e-08
3.200000000000000000e+01,4.621654188291076030e-08
3.300000000000000000e+01,4.880259986902192079e-08
3.400000000000000000e+01,5.183265825771418323e-08
3.500000000000000000e+01,5.541920893034041268e-08
3.600000000000000000e+01,5.971783050229196497e-08
3.700000000000000000e+01,6.494968038095312079e-08
3.800000000000000000e+01,7.143977227855782582e-08
3.900000000000000000e+01,7.968564269315721116e-08
4.000000000000000000e+01,9.048878960014057730e-08
4.100000000000000000e+01,1.052277407758512804e-07
4.200000000000000000e+01,1.264894181696266819e-07
4.300000000000000000e+01,1.597594978201181819e-07
4.400000000000000000e+01,2.190417914040462763e-07
4.500000000000000000e+01,3.537478671314257838e-07
4.600000000000000000e+01,9.499343134245056610e-07
4.700000000000000000e+01,1.370548793471973868e-06
4.800000000000000000e+01,4.191800952012019292e-07
4.900000000000000000e+01,3.156051571602718816e-07
5.000000000000000000e+01,1.292814538957875882e-07
5.100000000000000000e+01,1.052269936061741335e-07
5.200000000000000000e+01,8.631371630511893946e-08
5.300000000000000000e+01,7.248231617888447283e-08
5.400000000000000000e+01,6.209716676509709124e-08
5.500000000000000000e+01,5.405401361677628147e-08
5.600000000000000000e+01,4.765380606976811412e-08
5.700000000000000000e+01,4.244406364431283289e-08
5.800000000000000000e+01,3.812189460991144849e-08
5.900000000000000000e+01,3.447782398173103084e-08
6.000000000000000000e+01,3.136269032180449405e-08
6.100000000000000000e+01,2.866751976774929478e-08
6.200000000000000000e+01,2.631088578668266327e-08
6.300000000000000000e+01,2.423072450798700147e-08
6.400000000000000000e+01,2.237888602204741212e-08
6.500000000000000000e+01,2.071741523589113136e-08
6.600000000000000000e+01,1.921595537826887061e-08
6.700000000000000000e+01,1.784989778213344954e-08
6.800000000000000000e+01,1.659903844465888333e-08
6.900000000000000000e+01,1.544658530440671647e-08
7.000000000000000000e+01,1.437841228514216249e-08
7.100000000000000000e+01,1.338248941598198555e-08
7.200000000000000000e+01,1.244843997743736467e-08
7.300000000000000000e+01,1.156718993005088065e-08
7.400000000000000000e+01,1.073068445219613783e-08
7.500000000000000000e+01,9.931652843698240520e-09
7.600000000000000000e+01,9.163407333771478093e-09
7.700000000000000000e+01,8.419664076593173346e-09
7.800000000000000000e+01,7.694376184930954738e-09
7.900000000000000000e+01,6.981569218655420968e-09
8.000000000000000000e+01,6.275169134889478255e-09
8.100000000000000000e+01,5.568811187707880508e-09
8.200000000000000000e+01,4.855615311590307898e-09
8.300000000000000000e+01,4.127908538525080489e-09
8.400000000000000000e+01,3.376867031230808301e-09
8.500000000000000000e+01,2.592038280160267345e-09
8.600000000000000000e+01,1.760690696734721554e-09
8.700000000000000000e+01,8.670020773253872442e-10
8.800000000000000000e+01,1.171844214933173751e-10
8.900000000000000000e+01,1.200091221853242943e-09
9.000000000000000000e+01,2.436845272771103999e-09
9.100000000000000000e+01,3.876265972141488232e-09
9.200000000000000000e+01,5.597668285066581709e-09
9.300000000000000000e+01,7.724077723394586946e-09
9.400000000000000000e+01,1.045737639343172087e-08
9.500000000000000000e+01,1.415416664138129904e-08
9.600000000000000000e+01,1.951003518320956563e-08
9.700000000000000000e+01,2.808932924654521482e-08
9.800000000000000000e+01,4.429987379927591498e-08
9.900000000000000000e+01,8.724231187338795173e-08
1.000000000000000000e+02,5.578352515774637085e-07
1.010000000000000000e+02,1.476506487831636952e-07
1.020000000000000000e+02,6.914193339890211290e-08
1.030000000000000000e+02,4.660823706961795785e-08
1.040000000000000000e+02,3.586734613882313208e-08
1.050000000000000000e+02,2.955242818397559549e-08
1.060000000000000000e+02,2.537676149347486310e-08
1.070000000000000000e+02,2.239855412643678442e-08
1.080000000000000000e+02,2.015885388321095016e-08
1.090000000000000000e+02,1.840722503503320948e-08
1.100000000000000000e+02,1.699537220301482568e-08
1.110000000000000000e+02,1.582985991217396463e-08
1.120000000000000000e+02,1.484887200409903567e-08
1.130000000000000000e+02,1.400986445470280801e-08
1.140000000000000000e+02,1.328258610826422681e-08
1.150000000000000000e+02,1.264492852725032587e-08
1.160000000000000000e+02,1.208035159951967861e-08
1.170000000000000000e+02,1.157622836917037034e-08
1.180000000000000000e+02,1.112274762179725835e-08
1.190000000000000000e+02,1.071216656753071787e-08
1.200000000000000000e+02,1.033828986420714490e-08
1.210000000000000000e+02,9.996098820226465882e-09
1.220000000000000000e+02,9.681482564018898137e-09
1.230000000000000000e+02,9.391039882812254593e-09
1.240000000000000000e+02,9.121930952617218532e-09
1.250000000000000000e+02,8.871764883238605455e-09
1.260000000000000000e+02,8.638513366236288199e-09
1.270000000000000000e+02,8.420443612393095636e-09
1.280000000000000000e+02,8.216065725532337484e-09
1.290000000000000000e+02,8.024091007272620394e-09
1.300000000000000000e+02,7.843398628059401529e-09
1.310000000000000000e+02,7.673008765699523003e-09
1.320000000000000000e+02,7.512060790091093485e-09
1.330000000000000000e+02,7.359795419304431296e-09
1.340000000000000000e+02,7.215540026422916184e-09
1.350000000000000000e+02,7.078696465046834800e-09
1.360000000000000000e+02,6.948730922505288348e-09
1.370000000000000000e+02,6.825165416445970712e-09
1.380000000000000000e+02,6.707570631733161287e-09
1.390000000000000000e+02,6.595559856998332905e-09
1.400000000000000000e+02,6.488783828505959927e-09
1.410000000000000000e+02,6.386926326661235567e-09
1.420000000000000000e+02,6.289700400049796301e-09
1.430000000000000000e+02,6.196845115258839716e-09
1.440000000000000000e+02,6.108122749288722533e-09
1.450000000000000000e+02,6.023316356208904857e-09
1.460000000000000000e+02,5.942227651641463969e-09
1.470000000000000000e+02,5.864675168303342805e-09
1.480000000000000000e+02,5.790492643667766918e-09
1.490000000000000000e+02,5.719527607207382728e-09
1.500000000000000000e+02,5.651640139924160297e-09
1.510000000000000000e+02,5.586701783199894661e-09
1.520000000000000000e+02,5.524594577577187136e-09
1.530000000000000000e+02,5.465210215062434162e-09
1.540000000000000000e+02,5.408449291028952932e-09
1.550000000000000000e+02,5.354220643883448886e-09
1.560000000000000000e+02,5.302440772425605052e-09
1.570000000000000000e+02,5.253033322316469167e-09
1.580000000000000000e+02,5.205928634347119838e-09
1.590000000000000000e+02,5.161063348285192752e-09
1.600000000000000000e+02,5.118380057018202611e-09
1.610000000000000000e+02,5.077827006525572747e-09
1.620000000000000000e+02,5.039357837929895888e-09
1.630000000000000000e+02,5.002931368504427997e-09
1.640000000000000000e+02,4.968511409082356552e-09
1.650000000000000000e+02,4.936066615823292669e-09
1.660000000000000000e+02,4.905570374760758029e-09
1.670000000000000000e+02,4.877000717996441495e-09
1.680000000000000000e+02,4.850340270821797514e-09
1.690000000000000000e+02,4.825576229454350883e-09
1.700000000000000000e+02,4.802700369479126192e-09
1.710000000000000000e+02,4.781709085490393593e-09
1.720000000000000000e+02,4.762603462853535072e-09
1.730000000000000000e+02,4.745389382950293528e-09
1.740000000000000000e+02,4.730077663748884884e-09
1.750000000000000000e+02,4.716684238066398894e-09
1.760000000000000000e+02,4.705230372471234432e-09
1.770000000000000000e+02,4.695742930430323945e-09
1.780000000000000000e+02,4.688254684051318034e-09
1.790000000000000000e+02,4.682804679627768480e-09
1.800000000000000000e+02,4.679438663193237232e-09
1.810000000000000000e+02,4.678209573451934780e-09
1.820000000000000000e+02,4.679178110823677941e-09
1.830000000000000000e+02,4.682413392963088102e-09
1.840000000000000000e+02,4.687993709041997304e-09
1.850000000000000000e+02,4.696007387395015058e-09
1.860000000000000000e+02,4.706553793906911939e-09
1.870000000000000000e+02,4.719744481878758141e-09
1.880000000000000000e+02,4.735704518191561463e-09
1.890000000000000000e+02,4.754574015567506956e-09
1.900000000000000000e+02,4.776509906840058693e-09
1.910000000000000000e+02,4.801688004680727614e-09
1.920000000000000000e+02,4.830305399575689250e-09
1.930000000000000000e+02,4.862583260489098268e-09
1.940000000000000000e+02,4.898770117250670585e-09
1.950000000000000000e+02,4.939145722117499040e-09
1.960000000000000000e+02,4.984025611321013115e-09
1.970000000000000000e+02,5.033766517252759774e-09
1.980000000000000000e+02,5.088772820325533771e-09
1.990000000000000000e+02,5.149504279270027266e-09
2.000000000000000000e+02,5.216485343555522920e-09
2.010000000000000000e+02,5.290316437085564614e-09
2.020000000000000000e+02,5.371687715812399249e-09
2.030000000000000000e+02,5.461395954019011411e-09
2.040000000000000000e+02,5.560365419917420252e-09
2.050000000000000000e+02,5.669673882886466850e-09
2.060000000000000000e+02,5.790585284435905778e-09
2.070000000000000000e+02,5.924591150930231254e-09
2.080000000000000000e+02,6.073463601010595241e-09
2.090000000000000000e+02,6.239323916325507389e-09
2.100000000000000000e+02,6.424732275619984177e-09
2.110000000000000000e+02,6.632806678479886536e-09
2.120000000000000000e+02,6.867382760659277640e-09
2.130000000000000000e+02,7.133231885502600531e-09
2.140000000000000000e+02,7.436363880538449982e-09
2.150000000000000000e+02,7.784455351384537377e-09
2.160000000000000000e+02,8.187468775198312498e-09
2.170000000000000000e+02,8.658569305704348344e-09
2.180000000000000000e+02,9.215520553107138336e-09
2.190000000000000000e+02,9.882878458939150649e-09
2.200000000000000000e+02,1.069557024477496124e-08
2.210000000000000000e+02,1.170499492755188863e-08
2.220000000000000000e+02,1.298998404023131284e-08
2.230000000000000000e+02,1.467780223566018034e-08
2.240000000000000000e+02,1.698774815573947004e-08
2.250000000000000000e+02,2.033150579994473869e-08
2.260000000000000000e+02,2.557796039851512453e-08
2.270000000000000000e+02,3.489607568766751420e-08
2.280000000000000000e+02,5.518905120003522649e-08
2.290000000000000000e+02,1.087202767714973867e-07
2.300000000000000000e+02,8.811146630069400659e-08
2.310000000000000000e+02,4.453496612749618389e-08
2.320000000000000000e+02,2.818213189474755649e-08
2.330000000000000000e+02,2.021368943573776113e-08
2.340000000000000000e+02,1.556140724128504787e-08
2.350000000000000000e+02,1.252654489659753892e-08
2.360000000000000000e+02,1.039582430915972776e-08
2.370000000000000000e+02,8.820125544126855575e-09
2.380000000000000000e+02,7.609062932960980900e-09
2.390000000000000000e+02,6.650182154653014347e-09
2.400000000000000000e+02,5.872860438425525624e-09
2.410000000000000000e+02,5.230540537222068533e-09
2.420000000000000000e+02,4.691298231630236395e-09
2.430000000000000000e+02,4.232518818688594367e-09
2.440000000000000000e+02,3.837737738789161737e-09
2.450000000000000000e+02,3.494684957129388738e-09
2.460000000000000000e+02,3.194030374350672832e-09
2.470000000000000000e+02,2.928553813238792600e-09
2.480000000000000000e+02,2.692581001527597171e-09
2.490000000000000000e+02,2.481591195996455223e-09
2.500000000000000000e+02,2.291938480305987032e-09
2.510000000000000000e+02,2.120650102949842845e-09
2.520000000000000000e+02,1.965278114769086782e-09
2.530000000000000000e+02,1.823788570735777574e-09
2.540000000000000000e+02,1.694477653079047482e-09
2.550000000000000000e+02,1.575907383852840308e-09
2.560000000000000000e+02,1.466855790970962492e-09
2.570000000000000000e+02,1.366277874669453153e-09
2.580000000000000000e+02,1.273274739503695468e-09
2.590000000000000000e+02,1.187068966714085482e-09
2.600000000000000000e+02,1.106984803515155419e-09
2.610000000000000000e+02,1.032432105154994715e-09
2.620000000000000000e+02,9.628932260054280726e-10
2.630000000000000000e+02,8.979122468055402966e-10
2.640000000000000000e+02,8.370860665400050545e-10
2.650000000000000000e+02,7.800569931490008272e-10
2.660000000000000000e+02,7.265065470575947353e-10
2.670000000000000000e+02,6.761502522535778545e-10
2.680000000000000000e+02,6.287332362606554066e-10
2.690000000000000000e+02,5.840264964104260739e-10
2.700000000000000000e+02,5.418237179109303649e-10
2.710000000000000000e+02,5.019385512574799451e-10
2.720000000000000000e+02,4.642022739628686034e-10
2.730000000000000000e+02,4.284617754671185433e-10
2.740000000000000000e+02,3.945778152451833983e-10
2.750000000000000000e+02,3.624235131977927714e-10
2.760000000000000000e+02,3.318830389052972792e-10
2.770000000000000000e+02,3.028504726871461800e-10
2.780000000000000000e+02,2.752288170800191499e-10
2.790000000000000000e+02,2.489291428292294057e-10
2.800000000000000000e+02,2.238698595173693174e-10
2.810000000000000000e+02,1.999761087986499313e-10
2.820000000000000000e+02,1.771792903815932214e-10
2.830000000000000000e+02,1.554167528820396739e-10
2.840000000000000000e+02,1.346317264580825735e-10
2.850000000000000000e+02,1.147736753897411803e-10
2.860000000000000000e+02,9.579950277223447295e-11
2.870000000000000000e+02,7.767675765071064282e-11
2.880000000000000000e+02,6.039235565161763456e-11
2.890000000000000000e+02,4.397983590413683222e-11
2.900000000000000000e+02,2.862963223201588012e-11
2.910000000000000000e+02,1.537905747871258274e-11
2.920000000000000000e+02,1.117488766943951434e-11
2.930000000000000000e+02,2.076330817569191605e-11
2.940000000000000000e+02,3.327465081966323492e-11
2.950000000000000000e+02,4.593595840279025304e-11
2.960000000000000000e+02,5.832043945346764970e-11
2.970000000000000000e+02,7.032849228513962584e-11
2.980000000000000000e+02,8.193626828733604377e-11
2.990000000000000000e+02,9.314395403830987067e-11
3.000000000000000000e+02,1.039607666302986100e-10
3.010000000000000000e+02,1.143995572964856587e-10
3.020000000000000000e+02,1.244745739946337707e-10
3.030000000000000000e+02,1.342004405694436525e-10
3.040000000000000000e+02,1.435916618104340448e-10
3.050000000000000000e+02,1.526623764833966155e-10
3.060000000000000000e+02,1.614262352775726132e-10
3.070000000000000000e+02,1.698963448797142189e-10
3.080000000000000000e+02,1.780852483120097603e-10
